"Cocunut";"Mortgage_YN";"AGE_AT_ORIGINATION";"AGE";"YEARS_WITH_BANK";"MARTIAL_STATUS";"EDUCATION";"EMPLOYMENT";"GENDER";"CUST_INCOME";"CURRENT_ADDRESS_DATE";"CURRENT_JOB_DATE";"CURRENT_WITH_BANK_DATE";"CURRENT_BALANCE_EUR"
52;"Y";50;51;13;"*noval*";"BCR";"PVE";"M";808,4407692;9999-10-01;2009-09-01;2004-04-21;133846,7488
55;"Y";42;43;11;"S";"BCR";"STE";"F";630,0923077;2011-12-01;2005-07-01;2006-03-29;29114,93785
61;"Y";50;52;13;"M";"HGH";"PVE";"M";1613,830769;2013-09-14;2003-10-27;2004-01-13;70111,68331
63;"Y";36;37;12;"D";"BCR";"PVE";"M";1269,230769;1985-01-01;2013-11-25;2004-11-02;74363,16923
65;"Y";33;34;9;"M";"BCR";"PVE";"F";614,856;2012-10-01;2011-01-01;2007-09-10;34679,577
70;"Y";36;37;12;"M";"BCR";"PVE";"F";789,7998462;2004-06-01;2004-11-01;2004-11-18;12917,19269
78;"Y";36;36;15;"M";"BCR";"PVE";"M";753,1601538;2013-08-01;2005-11-01;2002-01-11;30996,63531
81;"Y";39;40;12;"S";"BCR";"PVE";"M";1953,8;1982-10-01;2008-08-15;2005-02-23;44597,80338
86;"Y";45;47;12;"M";"HGH";"PVE";"M";300,4061538;1970-11-17;2012-01-20;2004-08-27;12803,372
89;"Y";41;42;3;"M";"HGH";"PVE";"M";253,8461538;2007-05-01;2006-06-01;2014-05-21;73125,13531
91;"Y";31;33;10;"S";"BCR";"PVE";"F";825,5689231;2014-09-22;2007-06-11;2007-06-12;18229,49185
95;"Y";46;47;12;"M";"BCR";"STE";"F";1337,515385;2014-09-29;2010-01-01;2005-02-07;52200,47992
100;"Y";36;39;13;"S";"HGH";"SFE";"M";461,5384615;2001-10-01;2004-07-04;2003-11-11;34586,96862
101;"Y";33;35;4;"M";"BCR";"STE";"M";557,4923077;2014-01-01;2015-01-01;2013-06-26;30273,03015
107;"Y";35;37;14;"M";"HGH";"SFE";"M";917,9615385;2009-07-25;2012-08-01;2003-03-25;16625,39208
112;"Y";53;55;3;"W";"BCR";"PVE";"F";1206,007692;1992-02-10;2009-11-02;2013-11-26;54246,125
113;"Y";29;31;9;"M";"HGH";"PVE";"M";332,1391538;2014-08-02;2012-04-18;2008-04-22;20775,743
114;"Y";59;61;15;"M";"BCR";"PVE";"M";1116,528154;2012-09-15;2012-07-01;2002-02-04;19312,91954
117;"Y";46;48;6;"D";"BCR";"STE";"M";660,8538462;1969-03-30;1991-01-01;2011-01-21;9480,442308
118;"Y";58;61;12;"M";"HGH";"STE";"F";309,8846154;1992-05-01;1978-08-07;2004-10-29;10386,03354
125;"Y";56;58;15;"M";"HGH";"PVE";"M";7180,962385;2012-11-01;2011-11-01;2002-04-02;20530,18638
128;"Y";36;38;4;"S";"BCR";"STE";"F";314,9866923;2014-11-11;2013-03-30;2012-08-16;25833,65585
131;"Y";28;30;3;"S";"MAS";"PVE";"M";366,5384615;2009-09-01;2013-09-28;2013-10-23;19714,48446
132;"Y";28;31;11;"M";"HGH";"PVE";"M";596,9846154;1986-11-13;2007-01-22;2006-02-07;37383,845
133;"Y";39;42;9;"M";"BCR";"PVE";"M";1872,1;2008-11-01;2012-11-01;2007-11-07;73893,34408
137;"Y";39;42;12;"M";"HGH";"PVE";"F";546,9762308;1998-04-25;2007-07-14;2005-06-24;22658,96577
140;"Y";35;37;12;"D";"BCR";"PVE";"M";1388,492308;2012-02-01;2011-07-01;2005-03-29;29896,83654
141;"Y";36;38;2;"M";"HGH";"PVE";"M";207,6923077;2005-09-10;2007-03-01;2014-09-08;10171,71269
146;"Y";30;32;3;"M";"HGH";"STE";"F";241,0461538;2011-01-01;2013-09-02;2013-11-11;14170,29023
157;"Y";58;60;13;"M";"BCR";"STE";"M";625,4153846;1957-03-05;1980-06-05;2004-03-18;11342,84123
158;"Y";29;31;2;"S";"MAS";"PVE";"F";357,4139231;2010-11-20;2010-12-01;2015-01-22;22037,05454
160;"Y";45;47;11;"M";"SEC";"PVE";"M";683,5412308;2010-05-01;2006-04-18;2006-05-23;21211,79338
163;"Y";37;38;11;"M";"HGH";"PVE";"M";425,1281538;2010-10-01;2011-05-01;2006-05-25;22909,96992
165;"Y";52;55;8;"M";"PHD";"STE";"M";833,8076923;1994-04-01;2013-02-25;2009-06-08;32809,39992
166;"Y";43;45;15;"M";"PHD";"STE";"M";999,0010769;2000-06-01;2014-06-02;2002-01-08;24141,49523
175;"Y";28;30;2;"S";"HGH";"PVE";"M";401,3;2005-01-01;2008-05-12;2015-02-13;30546,98031
176;"Y";39;41;8;"M";"BCR";"PVE";"M";287,7407692;2013-11-01;2004-07-01;2008-07-16;22007,08831
180;"Y";51;53;4;"W";"BCR";"STE";"F";324,808;2013-12-21;1993-08-01;2013-06-15;26043,77969
182;"Y";40;42;13;"M";"MAS";"PVE";"M";2033,923077;2007-05-01;2012-12-01;2004-05-26;135693,1177
183;"Y";45;48;13;"S";"BCR";"STE";"F";347,1484615;2014-01-01;2006-09-01;2003-11-18;14327,86177
184;"Y";43;45;13;"W";"BCR";"STE";"F";320,6411538;2015-02-15;2004-11-02;2004-06-22;11650,35777
188;"Y";56;58;2;"M";"HGH";"RET";"F";268,8047692;1980-01-01;9999-10-01;2015-02-10;10136,87685
189;"Y";49;51;15;"S";"BCR";"PVE";"F";1469,823077;2013-01-01;2006-06-19;2002-03-13;23756,73715
192;"Y";32;34;2;"M";"PHD";"PVE";"M";692,4692308;2014-07-08;2007-02-12;2015-03-09;19366,92131
208;"Y";22;24;2;"S";"SEC";"PVE";"M";381,0196154;2014-10-01;2014-06-28;2015-03-10;21745,85223
210;"Y";34;36;11;"S";"HGH";"PVE";"F";276,4923077;1981-03-09;2006-10-01;2006-02-24;22617,88654
211;"Y";29;31;2;"M";"BCR";"PVE";"F";441,0923077;2001-01-01;2012-04-01;2014-11-20;36518,253
216;"Y";37;39;9;"S";"BCR";"PVE";"M";699,4615385;1986-09-10;2011-11-14;2008-05-19;21501,54615
219;"Y";35;37;2;"M";"BCR";"STE";"M";336,8111538;2011-07-02;2013-08-01;2015-03-11;31122,11838
220;"Y";46;47;11;"M";"BCR";"PVE";"M";1179,479692;2015-06-01;2010-01-01;2005-07-13;36277,13023
225;"Y";39;41;15;"M";"BCR";"PVE";"F";1174,461615;2007-01-01;2002-03-18;2002-03-22;84832,15715
228;"Y";33;35;2;"M";"HGH";"PVE";"F";363,8417692;2014-06-01;2011-05-01;2015-03-16;24108,04254
231;"Y";35;37;12;"M";"BCR";"STE";"F";946,8230769;2009-01-01;2005-06-01;2005-06-07;24186,30723
233;"Y";33;35;8;"M";"HGH";"PVE";"F";463,1692308;2006-10-01;2011-01-01;2008-09-01;20793,11831
246;"Y";31;33;9;"S";"BCR";"PVE";"F";6293,229385;1992-09-01;2010-08-01;2007-08-15;88270,537
249;"Y";46;48;15;"M";"BCR";"STE";"M";1437,553846;2004-09-11;2004-11-10;2001-12-26;69276,38915
250;"Y";39;41;9;"M";"BCR";"PVE";"M";916,2923077;2016-06-28;2013-02-01;2007-07-30;22648,00438
251;"Y";46;48;11;"M";"BCR";"PVE";"F";651,4864615;1996-09-14;2006-03-20;2006-03-22;36292,95185
257;"Y";57;59;11;"M";"HGH";"PVE";"M";346,1538462;1988-04-22;1989-08-11;2005-07-06;2454,940769
261;"Y";56;58;11;"M";"HGH";"PVE";"F";323,7163846;2005-01-12;2001-11-01;2006-05-24;1857,557692
269;"Y";40;43;12;"S";"MAS";"OTH";"M";709,4384615;9999-10-01;9999-10-01;2005-02-04;11586,56938
273;"Y";35;37;5;"S";"BCR";"PVE";"F";1199,507692;2011-01-01;2013-04-22;2012-03-21;31443,91231
280;"Y";56;59;13;"M";"BCR";"STE";"M";784,8176923;1991-06-01;2005-12-12;2003-07-21;6844,349154
282;"Y";42;44;12;"M";"BCR";"PVE";"M";1531,315923;2008-01-01;2004-08-23;2004-10-21;0
291;"Y";59;61;10;"S";"HGH";"SFE";"M";256,4102308;1998-08-03;2000-04-03;2006-11-15;13720,08577
299;"Y";45;47;13;"S";"BCR";"PVE";"M";1869,337;2000-09-01;2003-10-01;2003-10-03;26562,85069
302;"Y";36;38;12;"M";"BCR";"STE";"M";313,0769231;2000-07-21;1999-01-01;2005-03-07;2459,241923
303;"Y";36;38;11;"S";"BCR";"PVE";"M";1816,169231;2015-03-01;2007-05-15;2006-01-28;7212,148846
307;"Y";37;39;13;"S";"HGH";"PVE";"M";333,21;2006-09-01;2001-06-01;2003-12-11;3494,001692
308;"Y";40;42;14;"M";"MAS";"PVE";"M";5561,223077;2010-06-01;2014-12-01;2003-02-08;24945,43046
309;"Y";60;62;15;"S";"MAS";"STE";"F";430,6282308;1999-06-14;1986-12-02;2001-12-17;21350,94746
314;"Y";41;43;2;"M";"HGH";"STE";"F";277,1538462;2016-01-01;2011-02-14;2014-11-13;19313,63954
316;"Y";45;47;12;"M";"HGH";"STE";"M";556,7;2012-05-01;1989-06-01;2004-08-20;21176,47431
324;"Y";40;42;4;"S";"BCR";"STE";"M";787,3307692;1994-11-01;2013-04-15;2013-05-28;27681,929
325;"Y";39;41;10;"M";"BCR";"STE";"F";291,4384615;2003-12-15;1998-09-01;2006-08-31;7354,893615
326;"Y";50;52;13;"M";"BCR";"STE";"F";281,0238462;1985-08-26;2001-10-02;2004-01-16;8076,471308
327;"Y";34;36;13;"S";"HGH";"PVE";"M";563,1686923;1981-12-05;2007-05-01;2004-06-01;64683,09077
330;"Y";45;47;10;"M";"BCR";"STE";"F";392,8846154;2006-12-08;2001-01-27;2006-07-10;0
331;"Y";27;29;2;"S";"HGH";"STE";"M";675,5384615;1998-10-01;2010-10-25;2015-05-25;9199,850846
332;"Y";57;59;12;"M";"BCR";"RET";"F";636,6776154;2003-10-18;9999-10-01;2004-12-27;15152,57346
340;"Y";46;48;12;"M";"HGH";"PVE";"M";973,8516154;1981-11-29;2005-01-01;2005-01-24;61233,71162
342;"Y";42;44;2;"S";"BCR";"STE";"F";353,5076923;2014-10-01;2010-09-01;2015-06-10;16354,25562
344;"Y";39;41;12;"M";"BCR";"PVE";"M";1429,307692;2011-08-01;9999-10-01;2005-03-10;23233,15654
346;"Y";42;44;12;"S";"MAS";"STE";"F";396,4455385;2015-06-01;2002-01-15;2004-10-29;28728,48392
350;"Y";41;43;11;"M";"HGH";"PVE";"M";615,3846154;1974-10-26;2004-02-01;2006-02-07;35309,62638
359;"Y";44;46;5;"M";"HGH";"PVE";"M";313,8076923;1971-08-09;2001-11-10;2011-09-02;24287,12008
363;"Y";33;34;11;"M";"HGH";"PVE";"M";384,6153846;2010-05-01;2014-12-20;2006-06-23;35982,09092
367;"Y";34;36;11;"S";"BCR";"PVE";"F";1179,061538;2008-12-01;2005-09-12;2005-09-21;40861,80731
371;"Y";41;43;12;"M";"BCR";"PVE";"F";1734,161538;2005-01-01;2009-06-01;2005-06-16;36409,47254
372;"Y";44;46;9;"M";"BCR";"STE";"M";428,4170769;2011-08-08;2001-07-20;2008-04-21;18171,312
373;"Y";36;38;7;"M";"HGH";"PVE";"M";265,6;1979-12-02;2009-10-01;2009-12-30;15123,39354
374;"Y";49;51;15;"D";"HGH";"PVE";"F";1671,969231;2015-07-24;2006-03-20;2001-11-17;35805,68508
376;"Y";32;34;9;"M";"PRS";"SFE";"F";307,8384615;1983-11-07;2006-01-27;2007-07-13;37160,00285
387;"Y";36;38;11;"S";"BCR";"PVE";"M";738,4615385;2005-03-24;2002-10-01;2006-02-04;92153,92008
388;"Y";48;50;11;"M";"MAS";"STE";"M";362,7740769;1967-09-21;2005-02-21;2006-06-13;10783,13631
389;"Y";61;63;15;"M";"BCR";"RET";"F";693,6522308;2007-09-14;9999-10-01;2002-01-25;5848,991769
400;"Y";27;29;1;"M";"MAS";"PVE";"M";976,9307692;2015-08-16;2014-01-01;2015-07-14;53775,54192
407;"Y";45;47;11;"W";"HGH";"PVE";"F";182,7193846;2008-07-25;2007-04-01;2005-07-13;9930,533077
408;"Y";57;59;10;"S";"HGH";"OTH";"F";304,9334615;1998-01-27;9999-10-01;2007-04-20;9534,794692
414;"Y";44;46;1;"M";"MAS";"PVE";"M";953,8538462;2015-03-01;2010-01-01;2015-07-29;67881,78792
422;"Y";51;53;14;"M";"BCR";"STE";"M";791,5307692;1992-05-05;1992-08-03;2003-05-17;22609,46415
424;"Y";59;61;12;"M";"BCR";"STE";"F";405,7512308;2008-10-01;2006-12-12;2004-08-24;5489,273462
425;"Y";40;42;12;"M";"HGH";"STE";"F";310,0076923;2002-01-01;9999-10-01;2004-12-27;6892,041308
437;"Y";36;38;13;"M";"HGH";"SFE";"M";865,6153846;2014-04-19;2006-10-19;2003-11-20;9128,994846
438;"Y";31;33;7;"M";"HGH";"PVE";"F";256,4102308;2009-09-01;2013-10-01;2009-11-16;24038,43708
439;"Y";35;36;10;"M";"MAS";"PVE";"M";2478,689077;2006-07-01;2011-03-14;2007-04-10;37145,46023
444;"Y";45;47;15;"M";"BCR";"SFE";"M";1680,076923;2009-04-20;2014-06-27;2002-02-18;15074,24246
445;"Y";41;43;10;"M";"BCR";"SFE";"M";982,3384615;2004-01-09;2014-03-07;2007-07-04;20869,52615
450;"Y";29;31;1;"M";"HGH";"STE";"M";519,7692308;2012-05-05;2011-08-17;2015-07-27;17960,67654
451;"Y";40;41;9;"M";"BCR";"PVE";"M";283,5211538;2004-08-20;2002-02-01;2007-07-09;1715,893
452;"Y";40;42;10;"M";"HGH";"PVE";"M";683,2923077;1996-12-01;2009-09-01;2007-01-20;13994,48123
455;"Y";35;36;1;"M";"BCR";"PVE";"M";961,5692308;1982-01-01;2008-04-15;2015-07-28;45116,89331
456;"Y";41;43;11;"M";"HGH";"PVE";"F";216,0823077;2002-04-25;2016-06-22;2005-10-27;20882,46762
457;"Y";59;61;12;"D";"HGH";"PVE";"F";604,7500769;1976-09-01;2004-09-06;2004-09-11;11134,71638
462;"Y";58;60;9;"M";"BCR";"STE";"F";793,5976923;2004-10-05;2004-05-12;2007-11-02;30987,03808
466;"Y";42;44;12;"M";"HGH";"PVE";"M";278,258;2000-01-01;1998-02-01;2005-04-19;5850,716077
470;"Y";43;44;12;"M";"BCR";"STE";"M";916,8358462;2003-12-23;2006-06-01;2004-08-02;21503,21362
477;"Y";54;55;9;"M";"HGH";"RET";"M";326,9923077;2007-04-17;9999-10-01;2007-10-01;19194,55138
481;"Y";45;46;11;"M";"HGH";"STE";"F";227,0244615;1996-04-12;1998-01-01;2005-11-09;18509,36331
482;"Y";47;49;12;"M";"BCR";"STE";"F";569,0889231;2002-03-26;2000-06-01;2004-12-02;43295,84846
483;"Y";46;48;13;"M";"BCR";"STE";"M";452,1337692;1978-07-02;1993-06-07;2004-04-22;23639,65746
491;"Y";40;41;11;"S";"PRS";"PVE";"F";721,8036923;2008-04-21;2010-01-01;2006-03-29;13299,87592
492;"Y";55;57;10;"M";"BCR";"STE";"F";816,3286923;2005-09-07;1990-05-15;2006-09-04;20353,43946
494;"Y";30;32;7;"S";"HGH";"PVE";"M";438,7538462;1985-04-11;2014-11-07;2009-10-09;32557,581
495;"Y";41;43;9;"M";"SEC";"PVE";"M";120,125;2007-02-06;1996-03-01;2008-03-07;14964,04085
496;"Y";35;37;12;"S";"BCR";"SFE";"M";1001,269231;2005-05-12;2011-08-01;2005-06-30;93940,94392
502;"Y";37;39;14;"M";"BCR";"PVE";"F";630,7692308;2008-01-01;2008-01-09;2003-01-08;63274,61015
507;"Y";52;54;14;"M";"HGH";"PVE";"F";775,1041538;1963-08-09;2003-06-16;2003-06-16;32391,36915
513;"Y";46;48;12;"M";"BCR";"PVE";"M";2769,230769;2002-04-26;2010-09-01;2004-09-17;57596,74715
514;"Y";29;31;11;"S";"BCR";"PVE";"M";740,3452308;1997-12-12;2015-01-22;2005-08-02;37539,88185
517;"Y";42;44;9;"M";"HGH";"PVE";"M";223,6280769;2008-01-23;2011-06-20;2007-09-12;28679,39908
519;"Y";40;42;10;"M";"BCR";"PVE";"F";1634,044385;2001-01-01;2007-01-08;2007-01-09;45755,03354
523;"Y";47;49;9;"M";"BCR";"PVE";"M";807,7153846;1968-04-04;2007-11-03;2008-04-22;16365,28338
525;"Y";31;33;9;"M";"BCR";"STE";"F";284,6153846;2007-09-11;2004-11-15;2008-02-26;15063,02523
529;"Y";51;52;14;"M";"BCR";"PVE";"M";1230,769231;1966-01-01;2005-09-01;2002-09-27;52385,03346
533;"Y";35;37;4;"M";"PRS";"SFE";"M";276,9230769;2015-03-01;2012-12-04;2012-12-24;18447,896
536;"Y";56;58;13;"W";"BCR";"PVE";"M";1165,407692;2005-09-15;2002-03-10;2003-07-14;48134,15392
542;"Y";59;61;9;"W";"HGH";"OTH";"F";202,3513846;2006-08-03;9999-10-01;2007-07-23;5551,887154
549;"Y";62;64;13;"M";"HGH";"RET";"M";264,9677692;2004-09-27;2005-01-01;2004-06-01;5684,797923
555;"Y";57;59;11;"M";"BCR";"STE";"F";639,9062308;2005-10-20;1998-11-02;2005-11-23;18310,82615
556;"Y";43;45;12;"S";"BCR";"PVE";"M";1389,592308;1980-08-30;2007-02-01;2005-06-29;27013,97415
574;"Y";37;39;12;"D";"BCR";"PVE";"F";338,7923077;2010-08-20;2009-02-01;2005-06-25;29821,54662
579;"Y";41;42;9;"M";"BCR";"PVE";"M";1413,222538;1993-06-01;2013-03-01;2008-03-25;27002,70008
585;"Y";35;37;7;"M";"BCR";"PVE";"F";946,1538462;1980-12-28;2015-01-01;2010-06-08;30269,69531
586;"Y";53;55;1;"W";"BCR";"STE";"F";374,4461538;2005-09-01;2006-01-23;2015-10-05;26705,94592
588;"Y";27;29;1;"S";"BCR";"PVE";"M";493,7538462;1988-11-15;2014-12-23;2015-10-01;18182,65238
592;"Y";33;34;11;"M";"BCR";"OTH";"M";1097,679231;2010-09-01;9999-10-01;2005-08-17;38266,13023
595;"Y";36;37;1;"D";"BCR";"PVE";"M";25741,92;2014-10-04;2012-12-06;2015-09-21;78483,38338
600;"Y";39;40;10;"M";"BCR";"PVE";"F";930,9208462;2005-04-01;2006-07-24;2006-07-24;49318,48915
609;"Y";46;48;11;"S";"BCR";"STE";"F";356,9516923;2005-04-18;1992-09-01;2005-09-26;25869,89385
610;"Y";33;35;11;"M";"BCR";"PVE";"F";831,6582308;1982-11-17;2009-03-01;2005-11-24;26359,96492
612;"Y";42;43;9;"M";"PHD";"STE";"F";1050,769231;1974-02-19;2004-01-01;2008-06-20;17283,47508
616;"Y";42;44;1;"M";"BCR";"STE";"M";785,352;2007-07-17;2004-08-01;2015-07-27;19948,34069
620;"Y";42;43;11;"M";"HGH";"PVE";"F";463,5230769;2015-11-02;2009-05-01;2005-09-07;31292,10092
623;"Y";33;35;1;"M";"HGH";"STE";"F";254,1391538;2016-01-01;2010-07-01;2015-10-06;22212,693
624;"Y";47;48;4;"M";"BCR";"PVE";"M";1100,311231;2000-05-01;1995-03-06;2012-12-04;31118,51831
625;"Y";39;40;13;"M";"MAS";"PVE";"M";3057,874385;2011-12-15;2004-06-01;2004-06-02;113174,6798
626;"Y";44;45;14;"M";"HGH";"PVE";"M";3623,176923;2007-05-01;1994-11-01;2003-01-10;63488,58046
633;"Y";45;46;11;"M";"HGH";"PVE";"M";393,6163846;1971-03-01;1991-04-01;2005-08-29;24066,19592
641;"Y";47;48;1;"M";"HGH";"PVE";"M";219,9783077;2014-09-10;2000-02-01;2015-10-28;28003,21131
647;"Y";55;57;12;"M";"BCR";"STE";"F";874,4060769;1996-10-18;1987-04-05;2005-05-28;13623,81092
659;"Y";55;56;13;"M";"BCR";"PVE";"M";162,9586923;1998-12-14;2007-10-30;2003-10-01;11545,20585
662;"Y";38;40;13;"M";"HGH";"PVE";"M";2022,638462;1988-06-02;2009-03-01;2003-07-07;29742,56192
666;"Y";41;42;9;"M";"BCR";"PVE";"M";949,6538462;2011-11-07;2011-10-01;2007-08-10;18538,60954
667;"Y";22;23;2;"S";"HGH";"PVE";"M";207,9461538;2014-01-01;2016-04-10;2014-12-26;10387,341
668;"Y";48;49;12;"D";"HGH";"STE";"F";432,5195385;1988-03-01;2004-05-19;2004-07-13;27481,58231
669;"Y";36;38;13;"S";"HGH";"PVE";"M";787,6230769;2012-02-01;2007-08-13;2004-06-08;41027,11908
670;"Y";31;33;9;"S";"MAS";"PVE";"M";720,3076923;2014-02-01;2009-12-15;2008-02-05;41548,77646
672;"Y";36;37;9;"M";"BCR";"PVE";"F";599,832;2007-06-20;2008-03-05;2008-03-10;69797,336
673;"Y";38;39;11;"S";"BCR";"SFE";"F";400,275;2011-11-02;2013-12-04;2005-11-04;187940,6455
677;"Y";30;31;2;"M";"BCR";"PVE";"F";480,4772308;2011-10-07;2014-05-01;2015-04-27;31116,95508
680;"Y";26;27;2;"S";"BCR";"PVE";"F";657,1384615;2015-01-01;2015-02-01;2014-12-25;10751,60677
682;"Y";36;37;12;"M";"BCR";"PVE";"F";632,4769231;1980-04-06;2005-04-05;2005-02-09;55931,08538
685;"Y";39;41;12;"M";"BCR";"STE";"F";451,1891538;2007-05-17;2006-11-16;2004-12-27;51920,90223
689;"Y";35;36;9;"S";"BCR";"PVE";"M";573,0307692;2010-10-05;2007-09-20;2007-09-26;41006,84477
690;"Y";33;34;9;"S";"BCR";"PVE";"F";687,4929231;2007-06-01;2008-03-03;2007-08-08;20848,90123
691;"Y";37;39;9;"D";"BCR";"PVE";"M";1080,047385;2015-12-01;2008-01-01;2008-01-03;49338,20454
692;"Y";29;31;10;"S";"BCR";"PVE";"M";1745,261538;2014-01-01;2013-03-01;2007-06-05;62758,08769
693;"Y";33;34;8;"M";"HGH";"PVE";"M";484,8692308;2003-01-01;2010-09-01;2009-02-20;22799,14308
694;"Y";63;64;13;"M";"BCR";"RET";"F";462,3871538;1989-09-01;9999-10-01;2003-12-12;15537,60631
697;"Y";37;38;10;"S";"MAS";"PVE";"F";2008,284615;2010-03-01;2008-08-18;2006-12-23;21293,28869
698;"Y";43;44;13;"M";"BCR";"PVE";"M";1799,184615;2012-01-01;2004-04-05;2004-04-08;61169,46838
700;"Y";41;42;15;"M";"BCR";"SFE";"M";2083,333308;1975-08-24;2008-03-01;2002-02-09;93496,81223
701;"Y";45;46;10;"M";"MAS";"STE";"M";741,4307692;2010-12-01;2014-10-01;2007-03-17;66068,43585
702;"Y";48;49;11;"M";"HGH";"PVE";"F";448,4909231;1996-01-01;2005-10-03;2005-10-15;8506,325615
704;"Y";53;55;13;"M";"PHD";"STE";"M";1050,653846;2008-11-03;1987-01-01;2003-11-28;42307,85731
705;"Y";45;47;14;"M";"BCR";"STE";"M";810,6923077;2015-04-01;2005-11-01;2002-10-29;36877,34608
708;"Y";42;43;15;"M";"MAS";"PVE";"F";1453,490077;2004-09-01;2003-03-01;2001-11-15;66554,76477
709;"Y";33;34;8;"S";"PHD";"STE";"M";920,4846154;1992-06-20;2009-02-02;2008-11-24;37482,10938
711;"Y";43;45;6;"M";"HGH";"STE";"M";326,9692308;2015-04-01;1999-02-01;2010-11-24;18516,31715
713;"Y";38;40;12;"M";"BCR";"PVE";"F";2831,087154;1977-12-14;2006-05-15;2005-04-25;54496,88285
714;"Y";53;54;13;"W";"BCR";"STE";"F";581,3351538;2004-01-01;1990-10-08;2004-03-17;36707,82777
718;"Y";34;35;12;"M";"HGH";"PVE";"M";536,0496154;1983-05-01;2009-03-04;2005-05-17;18581,10038
720;"Y";50;51;11;"M";"BCR";"PVE";"M";656,9923077;1966-02-21;1994-07-20;2005-10-25;25355,97677
722;"Y";51;53;11;"M";"BCR";"SFE";"F";505,1410769;1996-06-01;2011-01-26;2005-08-31;32422,69969
723;"Y";34;35;11;"S";"PHD";"STE";"F";1141,207923;1982-05-18;2007-05-01;2006-01-26;60472,01146
726;"Y";50;52;12;"M";"BCR";"PVE";"M";2328,584615;1993-09-09;2011-04-21;2005-05-25;21632,38208
729;"Y";51;52;15;"M";"BCR";"PVE";"F";465,6902308;2009-06-19;2008-08-01;2001-09-14;50235,49654
730;"Y";34;35;10;"M";"BCR";"PVE";"F";1032,061538;2009-10-12;2011-02-03;2007-03-12;19822,08069
731;"Y";36;37;6;"M";"HGH";"SFE";"F";358,9769231;2015-09-01;2013-01-16;2011-02-25;50872,90731
732;"Y";36;37;10;"M";"HGH";"PVE";"F";478,2474615;2001-11-13;2006-09-04;2006-09-14;27546,04346
733;"Y";59;60;1;"M";"PHD";"STE";"F";1211,844077;2003-04-01;1991-09-23;2016-02-09;28095,23231
737;"Y";34;35;6;"S";"BCR";"PVE";"F";1183,684615;2015-09-01;2010-11-01;2010-11-11;36590,67231
738;"Y";27;29;5;"S";"MAS";"STE";"M";846,1538462;2013-05-01;2013-10-01;2011-07-15;31456,76854
739;"Y";34;36;9;"M";"BCR";"PVE";"F";398,5703846;2009-06-08;2011-06-01;2007-07-30;43372,34146
741;"Y";36;37;1;"M";"BCR";"PVE";"M";2890,715385;2013-10-04;2008-04-01;2016-02-04;101504,2655
742;"Y";55;56;10;"S";"BCR";"STE";"F";447,8649231;1997-01-01;2010-02-01;2006-09-09;16046,69169
750;"Y";36;37;9;"S";"BCR";"PVE";"M";1163,180615;1989-11-29;2007-12-03;2007-12-12;23369,25054
751;"Y";31;33;2;"M";"BCR";"PVE";"F";308,9153846;2015-04-01;2014-07-14;2015-01-06;19516,02315
758;"Y";28;30;2;"S";"HGH";"STE";"M";489,3615385;2013-02-15;2013-12-05;2015-04-21;36531,77238
762;"Y";37;38;7;"M";"BCR";"PVE";"M";858,6666154;1991-01-01;2009-01-02;2010-04-21;37418,19777
763;"Y";29;31;3;"M";"BCR";"PVE";"M";428,4012308;2009-01-01;2010-09-21;2014-03-21;13630,07323
765;"Y";52;54;13;"M";"BCR";"SFE";"M";13234,37692;2015-01-01;2005-03-01;2003-10-29;70066,985
767;"Y";61;62;5;"M";"BCR";"PVE";"F";835,936;1979-05-19;2014-12-01;2011-10-18;23331,08923
768;"Y";35;37;11;"M";"HGH";"PVE";"F";857,5095385;2011-11-01;2007-05-03;2006-05-19;41560,619
771;"Y";30;31;4;"M";"BCR";"PVE";"F";477,3846154;2016-04-22;2014-01-13;2012-11-08;26338,15577
773;"Y";53;54;13;"M";"HGH";"PVE";"M";1643,076923;1996-09-06;2002-09-30;2003-07-10;22873,06869
776;"Y";40;41;1;"M";"BCR";"PVE";"M";446,4384615;2015-02-12;2010-06-29;2016-03-22;17866,49554
780;"Y";41;42;13;"M";"BCR";"PVE";"M";3657,7;2012-06-10;2003-01-08;2003-09-22;64622,48562
781;"Y";34;35;9;"M";"BCR";"PVE";"M";846,1538462;2007-03-01;2015-04-16;2008-03-25;20260,00692
782;"Y";37;39;13;"M";"HGH";"SFE";"M";195,0384615;2004-01-01;2009-06-09;2004-01-06;32782,98638
784;"Y";28;29;4;"S";"MAS";"PVE";"M";1172,997692;1994-01-01;2013-03-09;2013-03-11;49254,38808
793;"Y";25;26;13;"S";"BCR";"PVE";"F";923,0769231;2000-06-01;2015-09-01;2004-03-25;47645,15338
797;"Y";31;32;8;"M";"BCR";"PVE";"F";926,1538462;2013-05-01;2010-10-01;2008-07-09;59059,30538
799;"Y";35;36;1;"M";"HGH";"STE";"M";631,4769231;1985-03-23;2001-12-20;2016-03-18;53394,32715
806;"Y";48;49;10;"M";"BCR";"PVE";"M";674,0687692;2007-07-27;2012-08-01;2007-06-14;7569,707077
810;"Y";52;53;5;"M";"BCR";"SFE";"M";914,3384615;2015-08-01;2002-02-01;2012-01-19;68330,88392
817;"Y";54;55;11;"M";"BCR";"STE";"F";512,2129231;2005-12-01;2002-09-25;2005-09-12;25577,95254
